17,13,1629
17,12,1629
17,10,1629
17,17,1008
17,16,1270
17,15,1629
35,09,1629
02,11,1629
02,10,1629
03,07,1629
03,06,1629
23,07,1628
23,06,1628
19,09,1629
21,10,1628
20,17,1012
33,07,1628
11,08,1629
10,04,1628
30,11,1628
09,07,1629
22,03,1629
33,08,1628
23,02,1629
14,16,1279
14,17,1010
14,14,1629
21,06,1629
18,16,1273
23,01,1498
18,14,1629
18,15,1629
35,08,1629
21,11,1628
10,10,1629
16,17,1012
13,14,1629
11,05,1629
34,10,1629
11,02,1629
13,11,1629
11,03,1629
17,01,1496
31,06,1628
31,07,1628
31,08,1628
31,09,1628
13,02,1629
11,11,1629
13,03,1629
33,11,1629
33,10,1629
21,09,1628
17,07,1629
00,08,1629
14,04,1629
18,03,1629
18,02,1629
14,01,1493
21,13,1628
14,03,1629
18,06,1629
18,09,1629
20,03,1629
20,01,1497
20,06,1629
20,07,1629
20,04,1629
20,05,1629
28,03,1629
28,06,1628
28,07,1628
28,04,1628
28,05,1628
28,08,1628
28,09,1628
30,09,1628
18,17,1011
04,10,1629
19,11,1629
21,15,1628
31,13,1629
31,12,1629
31,11,1629
31,10,1628
18,01,1498
11,12,1629
17,02,1629
00,10,1629
02,09,1629
20,08,1629
21,05,1629
21,04,1629
21,07,1628
20,09,1629
21,01,1496
26,08,1628
21,03,1629
21,02,1629
20,11,1629
18,05,1629
20,13,1628
20,12,1628
20,15,1628
21,08,1628
19,17,1011
18,04,1629
28,11,1628
28,10,1628
28,13,1629
28,12,1628
28,14,1629
23,16,1274
30,07,1628
25,05,1628
14,02,1629
18,07,1629
19,15,1628
30,06,1628
20,02,1629
16,12,1629
16,14,1629
16,16,1275
18,08,1629
32,12,1629
32,10,1628
32,11,1629
14,09,1629
15,14,1629
19,06,1629
19,07,1629
19,04,1629
19,05,1629
27,10,1628
19,03,1629
27,12,1628
19,01,1496
06,03,1629
07,03,1629
34,09,1629
34,08,1629
22,04,1628
22,05,1628
22,06,1628
22,07,1628
22,01,1496
22,02,1629
11,09,1629
11,06,1629
11,07,1629
11,04,1629
10,11,1629
22,08,1628
22,09,1628
23,10,1628
23,11,1628
23,15,1628
16,09,1629
16,08,1629
16,07,1629
16,06,1629
16,05,1629
33,09,1628
16,02,1629
16,01,1493
16,00,1203
21,16,1274
07,05,1629
29,06,1628
25,06,1628
32,07,1628
32,09,1628
32,08,1628
22,16,1271
27,03,1629
07,07,1629
07,06,1629
27,07,1628
19,10,1629
27,05,1628
27,08,1628
06,11,1629
15,03,1629
27,09,1628
15,01,1494
15,07,1629
15,05,1629
10,09,1629
10,08,1629
22,11,1628
22,10,1628
14,10,1629
22,15,1628
22,14,1628
24,06,1628
24,07,1628
10,03,1629
24,05,1628
10,05,1629
11,10,1629
10,07,1629
25,04,1628
15,02,1629
09,09,1629
09,08,1629
25,07,1628
23,09,1628
23,08,1628
09,03,1629
09,02,1629
23,05,1628
23,04,1628
23,03,1629
09,06,1629
09,05,1629
09,04,1629
22,13,1628
08,03,1629
08,04,1629
08,05,1629
08,06,1629
08,07,1629
08,08,1629
08,09,1629
20,16,1275
19,02,1629
01,10,1629
01,11,1629
15,11,1629
14,11,1629
15,15,1629
27,14,1629
15,17,1011
15,16,1278
25,09,1628
25,08,1628
00,09,1629
21,17,1010
24,15,1628
20,10,1629
25,03,1629
25,02,1629
30,10,1628
04,09,1629
30,12,1629
30,13,1629
05,10,1629
05,11,1629
05,13,1629
03,09,1629
29,12,1629
29,13,1629
29,10,1628
29,11,1628
19,12,1629
27,06,1628
18,00,1203
19,16,1277
13,08,1629
13,09,1629
12,10,1629
12,11,1629
12,12,1629
12,13,1629
13,01,1494
01,09,1629
01,08,1629
13,04,1629
24,04,1628
27,11,1628
17,04,1629
17,05,1629
17,06,1629
30,08,1628
17,00,1203
19,00,1203
02,08,1629
17,03,1629
02,06,1629
24,02,1629
03,10,1629
03,11,1629
17,08,1629
34,07,1629
30,05,1628
24,03,1629
04,11,1629
24,12,1628
29,09,1628
29,08,1628
29,05,1628
29,07,1628
10,06,1629
26,02,1629
29,03,1629
27,04,1628
12,08,1629
13,13,1629
13,12,1629
26,03,1629
13,10,1629
10,02,1629
12,03,1629
12,02,1629
12,01,1499
12,07,1629
19,08,1629
12,05,1629
12,04,1629
12,09,1629
35,10,1629
26,04,1628
26,05,1628
26,06,1628
26,07,1628
